campagna,order_id,order_ref,modalita,t_invio,tx_approve,gas_approve,prezzo_approve_wei,l1_fee_approve_wei,tx_pay,gas_pay,prezzo_pay_wei,l1_fee_pay_wei,esito
2026-09-02-finalita-c1,,,allowance,,0xff5a4dbc0bd69049664ffd2d2b443131fde74b1979bd503f320613051e65062b,34299,6000000,5998322070,,,,,approve-lotto
2026-09-02-finalita-c1,1034,0x3319d0615defbf2df09761a60f558c4f54db9d7e3c28581e18b3592fab800d54,allowance,1788339308.129,,,,,0x0664c3901b1d7ee9c38c51b905b15c793d6951da18296f20109ab78040884ce9,65388,6000000,5998322070,ok
2026-09-02-finalita-c1,1028,0x5156e5743d213fc7730c0043a81a4883888b3d6d7ab6bfcf5877b0bfcc90e2e7,allowance,1788339313.535,,,,,0x8c07c5b1a8bcf14dcd8d994a8a8e752ae533c72fbcdf018d01798b9f6f60b1e6,65376,6000000,5998322070,ok
2026-09-02-finalita-c1,1029,0x7621342f9fbb467733a7a3e85d8782e34d5932acda1c5d98d4e75e0015cfa461,allowance,1788339314.483,,,,,0x4f5d72f67b7a8a126c3de71ea74953e04a75a17ad9d0f44439e95c85e1d29fa0,65376,6000000,5998322070,ok
2026-09-02-finalita-c1,1030,0x541a2d6cda9c4142926ac06973ea468bb39f1940b9109ecc683357850e8574a2,allowance,1788339315.803,,,,,0xa0e83384b1a2650297f25e2efb2f129fb9a1dbc370080187fe8b40245f0182e2,65388,6000000,5998322070,ok
2026-09-02-finalita-c1,1027,0x2110bcd8d275acabc2ec0e3a4c1da19cc3d19b42d80ee8253031e0ef6023854d,allowance,1788339317.162,,,,,0x706ff951369deed7915a417f94db8a8fe84767ab99fe66564c4180ea1d915392,65388,6000000,5719265602,ok
2026-09-02-finalita-c1,1025,0x8c2a1e76dbba266ff1e8719889e643b0360587bb2a61cf3b85ba3f372fb3f085,allowance,1788339318.578,,,,,0x4e485dccebe7a3c65b606140eac9001cdfc8ebf99005812157f42982569ee4fb,65388,6000000,5719265602,ok
2026-09-02-finalita-c1,1026,0xa4cb5a20c2f2c710a7bad2f32b71d09e2471159f23caa1425c7449789f091e7b,allowance,1788339319.633,,,,,0x4ae561d29bdccc71fb3ecfbd743ac312a3459673f059977e812210aefc0d05be,65388,6000000,36411841723,ok
2026-09-02-finalita-c1,1022,0x70ceaaa5b185de6c5cd9e18a2addeabb31d4526e0bcfa5c6a9b905b5b90c89ff,allowance,1788339320.941,,,,,0x01f441865716688ceec5f06b7fb215878647c255546caf07c617f857228d17ca,65388,6000000,5719265602,ok
2026-09-02-finalita-c1,1021,0x32ee150921954c5ca555772779a6c7869f2089b2dc209ab33a160116410028e6,allowance,1788339323.471,,,,,0xadfbcd63af911e18b5224e33b1444c4b2ab8267da716b061cc1e3cd37b1d5a7c,65376,6000000,5719265602,ok
2026-09-02-finalita-c1,1023,0xb9f33f9ddb3acf854b9610d9c2f36b7f41fe8b0ab8c278940f7dbc4dc8f4613d,allowance,1788339324.424,,,,,0x46e77803fa5a4090bf9bb8fb340a8346f864443ec1cf7d2b218eea9671fa2ccf,65388,6000000,5719265602,ok
2026-09-02-finalita-c1,1024,0x81bc1a4f0b1940d064aa12b2676df7154061c73bc4e94a888a71498bcd0935c6,allowance,1788339325.794,,,,,0x39cc004c979739b08b613aa878ebb9099a17ec66de39d8df9b245e6face4c8aa,65388,6000000,36172633439,ok
2026-09-02-finalita-c1,1033,0xb73afe703a08377aa5b1a6fffbf894aaff61684b3eeaf29365a7da99273a9e25,allowance,1788339327.086,,,,,0xf766972d4cfe98aa7304fd067007dfb824ef5688998306fbd811c3ea591444d9,65388,6000000,5719265602,ok
2026-09-02-finalita-c1,1032,0x4f04c2f23b760bebd19328705fc3180a716d48f65276be10f53665f98c1d0edb,allowance,1788339328.818,,,,,0x6df1f2ee9208267aa36af56036ead646378f1332a975529d10ce55d4cbf438ee,65388,6000000,11294971920,ok
2026-09-02-finalita-c1,1031,0xe8cc0f1d8bc8eceb21c0bd031869b48828205f6dc4058e80e10fba5525703589,allowance,1788339329.807,,,,,0xc8de24159b07cde8cf6274b3c9d09b356e3ab843ddeacefe90c74e8fec126c3b,65388,6000000,5978639079,ok
2026-09-02-finalita-c1,1020,0x4ce79bea467f56cf3f1674e5adb6e0fb3cd59b4b420cfb31fe80fefd9498a6c1,allowance,1788339330.812,,,,,0x605164788440e071c90bf40f6f33e8e7fd8070968551b574011e88f684096870,60588,6000000,5978639079,ok
