campagna,order_id,order_ref,modalita,t_invio,tx_approve,gas_approve,prezzo_approve_wei,l1_fee_approve_wei,tx_pay,gas_pay,prezzo_pay_wei,l1_fee_pay_wei,esito
2026-09-02-finalita-c3,,,allowance,,0x36359c5957bc226d40c3aed742f45864f1d568492c90a3b7f6fb5678c93f0cba,34299,6000000,6489142783,,,,,approve-lotto
2026-09-02-finalita-c3,1048,0x9570fb71e933c5a97b5b77fc308a49dd51d4ef09a7c7e357281bac80393c1a76,allowance,1788339381.808,,,,,0xcd6911f8cbdee584f5c704e1330173330c7a7749dd8b8231a4b79c10292ebe2d,65388,6000000,6489142783,ok
2026-09-02-finalita-c3,1045,0xabd72c0d4c92b02c14f8475c34aac8c8439b68ef3682f040c315b92819608f8b,allowance,1788339383.12,,,,,0x5b544b30b027b839a18734f0ecf2a975241f8c4a4f8def2de14052a6cc5e4da4,65388,6000000,40824748158,ok
2026-09-02-finalita-c3,1037,0x08600c457d4f79f382d6d9f79ba5f6b8cdc407d3f1aaca99e65e12d6ac7df29d,allowance,1788339384.436,,,,,0x6ce4504e29f1a6124531659e75b20eee3942285f512ce4825e850738063f580e,65388,6000000,6489142783,ok
2026-09-02-finalita-c3,1039,0xa14135a1c6433e6eb60f81588b4e1cb75388d171b8d6f75c171e980761384271,allowance,1788339385.365,,,,,0x2b6407b76fa8533bc88a23929185ee9c1eaeffc53b88694423c63d8d71c95651,65388,6000000,6489142783,ok
2026-09-02-finalita-c3,1038,0x9a8a8cbd2b45b2c22822b6b026f3374ff9f9d4f3edb9266e056af70124aea2a7,allowance,1788339386.688,,,,,0xa85d67441e60fcc38dd0a959de406168745dfa05b70ce8d0d5e4e09939867ee5,65388,6000000,6489142783,ok
2026-09-02-finalita-c3,1036,0xd2c584abb112a5b71c41ca439437275033f325748c0efa225e980c4d45640953,allowance,1788339388.012,,,,,0x1cc9d8010299e0de3b175a9f4c6f93db8a40c92fa3a09d320dea59e6a0b31ecc,65388,6000000,6489142783,ok
2026-09-02-finalita-c3,1043,0xfcdb81e464512b6d9af60ad3a294b72868cd74395beba6968392c2a7cac5a064,allowance,1788339389.393,,,,,0x2fe6c89e4c534736e943e971bc561ce619fa9113ab2e2277cbf867dd308c6105,65388,6000000,37760603672,ok
2026-09-02-finalita-c3,1041,0x505b15d8bc0c6184eb6bea428df03e81aa3b5d9936553c7d9fff78199a2a0b34,allowance,1788339390.401,,,,,0x32504fd83eb05a66a8223e171318cde22fda6938981e96fde35c56a9f1935b99,65388,6000000,5915572789,ok
2026-09-02-finalita-c3,1046,0x6f707c2744a2ea412ac31dce148b9fa8211bd48b7c00378bbb981a6745d0ac1d,allowance,1788339392.834,,,,,0x4d073488655448f58475936996f840f5f012471072061b4c505f4037afc1ea78,65376,6000000,5915572789,ok
2026-09-02-finalita-c3,1044,0x9d8c29ec50c7e31e03e0391e68aaeb95e6a488f3ac7784fef3e4829f1aadf580,allowance,1788339394.173,,,,,0xca22110a8aae698c343d43b25e4be2864c48de553d2f43f2ae1812e2333b3374,65388,6000000,30585457546,ok
2026-09-02-finalita-c3,1049,0x4cb14b23f63fb4cf9d5640f21f1f671ffff00b4d486e9a2128b85a979435e3df,allowance,1788339395.17,,,,,0x8a95d3326964fe69b3b0ef17a8a21ea6e0a8c17c817fd96d8a07a6c097fe5673,65388,6000000,5915572789,ok
2026-09-02-finalita-c3,1047,0x5a1506697a582f0fe53700c40ea23c22546dedb42b5c77f23daa6c379a054afb,allowance,1788339396.547,,,,,0x3d6cbf74d74ec97a5c376412151e96ecd22da2574e16f08d7e90983e32570285,65376,6000000,5915572789,ok
2026-09-02-finalita-c3,1042,0xb76c1deca084ad7fc95e1eb171ffa93b3ebf295f47c21c0543998a634f0ebfed,allowance,1788339397.869,,,,,0xbe65d72aa36c0296475ab0da5e66ed0fd17913d2581bef346e0f6cf1939ad4ea,65388,6000000,37513184840,ok
2026-09-02-finalita-c3,1035,0xcb124762a06075fe6276edb86d9e4c983390bc07a0cd168f679b879e2d12d66f,allowance,1788339398.869,,,,,0x98d0af8bb15985b6f0cf9413713439ab497529bc4488ca3448a6401b40719ab0,65388,6000000,5915572789,ok
2026-09-02-finalita-c3,1040,0x8f16b070646949f5b6a03e43511136d4402fa6420820499f2e8531dac71adae1,allowance,1788339400.15,,,,,0xcdc9e1cff9b36d9339276bb4cce5e52516d4bafc03728a34f1fcfed75eae09cf,60588,6000000,5915572789,ok
